"","V1","V2","V3","V4"
"81",0.611137877759096,0.616825070046579,0.00568719228748371,1
"82",0.610842283314856,0.616509650049507,0.0056673667346504,1
"83",0.609510275920092,0.61521828466254,0.00570800874244859,1
"84",0.610716746634112,0.616420089616277,0.00570334298216535,1
"85",0.610979987384134,0.616670072958201,0.00569008557406669,1
"86",0.610456715333136,0.616032353828633,0.0055756384954968,1
"87",0.608249840069955,0.614017291059168,0.00576745098921272,1
"88",0.611801191662539,0.617359115168782,0.00555792350624273,1
"89",0.610318329673765,0.615951537815601,0.0056332081418361,1
"90",0.610658883271816,0.616304037509951,0.0056451542381345,1
"91",0.611329737098068,0.616995297222116,0.00566556012404829,1
"92",0.610665493659937,0.616278283702608,0.0056127900426709,1
"93",0.606531373716432,0.612299372100274,0.00576799838384268,0
"94",0.611626444061847,0.617216113959582,0.00558966989773468,1
"95",0.61087764627688,0.616507778539765,0.00563013226288522,1
"96",0.611864991822774,0.617470550939778,0.00560555911700433,1
"97",0.608764745795491,0.614361670213785,0.00559692441829363,1
"98",0.61281344095775,0.618376232746427,0.00556279178867669,1
"99",0.610528185946803,0.616173031249178,0.00564484530237541,1
"100",0.613089186276032,0.618705136912966,0.00561595063693421,0
